doc_20221007/Automate first boot of a VM with guest setup-319554113	<a href="#">Manage virtual machine metadata via API</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/319554113/Automate+first+boot+of+a+VM+with+guest+setup
doc_20221007/Azure Standard SKUs for load balancers and public IPs-311372326	<a href="#">Azure load balancers table</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311372326/Azure+Standard+SKUs+for+load+balancers+and+public+IPs
doc_20221007/Azure Standard SKUs for load balancers and public IPs-311372326	<a href="#">Microsoft Azure ARM integration</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311372326/Azure+Standard+SKUs+for+load+balancers+and+public+IPs
doc_20221007/Backup-311371432	<a href="#">Abiquo backup plugins</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371432/Backup
doc_20221007/Backup-311371432	<a href="#">Configure an enterprise in a cloud location#Allowatenanttousebackuppoliciesinadatacenter</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371432/Backup
doc_20221007/Backup-311371432	<a href="#">Privileges</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371432/Backup
doc_20221007/Backup-311371432	<a href="#">VM backups</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371432/Backup
doc_20221007/Compute in datacenters-311370957	<a href="#">Private cloud providers</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311370957/Compute+in+datacenters
doc_20221007/Compute in datacenters-311370957	<a href="#"><strong>Configuration</strong></a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311370957/Compute+in+datacenters
doc_20221007/Compute in datacenters-311370957	<a href="#"><strong>Configuration</strong></a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311370957/Compute+in+datacenters
doc_20221007/Compute in datacenters-311370957	<a href="#">Manage datastore service levels with datastore tiers</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311370957/Compute+in+datacenters
doc_20221007/Compute in datacenters-311370957	<a href="#">datastore allocation process</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311370957/Compute+in+datacenters
doc_20221007/Compute in datacenters-311370957	<a href="#">Allocation rules#Storageloadlevelrules</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311370957/Compute+in+datacenters
doc_20221007/Compute in datacenters-311370957	<a href="#">Manage network service types</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311370957/Compute+in+datacenters
doc_20221007/Compute in datacenters-311370957	<a href="#">Tune VLAN parameters for racks</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311370957/Compute+in+datacenters
doc_20221007/Compute in datacenters-311370957	<a href="#">Create racks</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311370957/Compute+in+datacenters
doc_20221007/Compute in datacenters-311370957	<a href="#">Users view</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311370957/Compute+in+datacenters
doc_20221007/Compute in datacenters-311370957	<a href="#">Allocation rules</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311370957/Compute+in+datacenters
doc_20221007/Compute in datacenters-311370957	<a href="#">creating racks</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311370957/Compute+in+datacenters
doc_20221007/Compute in datacenters-311370957	<a href="#">Protect a VM</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311370957/Compute+in+datacenters
doc_20221007/Configuration view-311371358	<a href="#">Abiquo tutorials for onboarding users</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371358/Configuration+view
doc_20221007/Configuration view-311371358	<a href="#">Abiquo reports with Jaspersoft</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371358/Configuration+view
doc_20221007/Configuration view-311371358	<a href="#">Configure the user icon menu</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371358/Configuration+view
doc_20221007/Configuration view-311371358	<a href="#">Hard and soft limits</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371358/Configuration+view
doc_20221007/Configuration view-311371358	<a href="#">Allocation limit messages</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371358/Configuration+view
doc_20221007/Configuration view-311371358	<a href="#">Hard and soft limits</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371358/Configuration+view
doc_20221007/Configuration view-311371358	<a href="#">Allocation limit messages</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371358/Configuration+view
doc_20221007/Configuration view-311371358	<a href="#">Abiquo workflow feature</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371358/Configuration+view
doc_20221007/Configuration view-311371358	<a href="#">Abiquo workflow feature</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371358/Configuration+view
doc_20221007/Configuration view-311371358	<a href="#">Configure VM monitoring and metrics</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371358/Configuration+view
doc_20221007/Configuration view-311371358	<a href="#">Abiquo configuration properties#monitoring</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371358/Configuration+view
doc_20221007/Configuration view-311371358	<a href="#">Display infrastructure map</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371358/Configuration+view
doc_20221007/Configuration view-311371358	<a href="#">Display infrastructure map</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371358/Configuration+view
doc_20221007/Configuration view-311371358	<a href="#">Configure remote access to virtual machines</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371358/Configuration+view
doc_20221007/Configuration view-311371358	<a href="#">Manage virtual appliances</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371358/Configuration+view
doc_20221007/Configuration view-311371358	<a href="#">Configure maintenance notices</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371358/Configuration+view
doc_20221007/Configuration view-311371358	<a href="#">Configure maintenance notices</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371358/Configuration+view
doc_20221007/Configuration view-311371358	<a href="#">Configure two factor authentication</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371358/Configuration+view
doc_20221007/Configuration view-311371358	<a href="#">Configure passwords</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371358/Configuration+view
doc_20221007/Configuration view-311371358	<a href="#">Configure passwords</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371358/Configuration+view
doc_20221007/Configuration view-311371358	<a href="#">Abiquo configuration properties#guest</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371358/Configuration+view
doc_20221007/Configure an enterprise in a cloud location-311377504	<a href="#">Set allocation limits for an enterprise</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311377504/Configure+an+enterprise+in+a+cloud+location
doc_20221007/Configure an enterprise in a cloud location-311377504	<a href="#">Manage the datacenter catalogue#How much space can I use in the catalogue?</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311377504/Configure+an+enterprise+in+a+cloud+location
doc_20221007/Configure an enterprise in a cloud location-311377504	<a href="#">Configuration view#Network</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311377504/Configure+an+enterprise+in+a+cloud+location
doc_20221007/Configure an enterprise in a cloud location-311377504	<a href="#">Manage external networks</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311377504/Configure+an+enterprise+in+a+cloud+location
doc_20221007/Configure an enterprise in a cloud location-311377504	<a href="#">Cloud networks</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311377504/Configure+an+enterprise+in+a+cloud+location
doc_20221007/Configure an enterprise in a cloud location-311377504	<a href="#">Configure an enterprise in a cloud location#Setallocationlimitsforatenantinadatacenterorregion</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311377504/Configure+an+enterprise+in+a+cloud+location
doc_20221007/Configure an enterprise in a cloud location-311377504	<a href="#">Hardware profiles</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311377504/Configure+an+enterprise+in+a+cloud+location
doc_20221007/Configure an enterprise in a cloud location-311377504	<a href="#">Modify a VM template</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311377504/Configure+an+enterprise+in+a+cloud+location
doc_20221007/Configure an enterprise in a cloud location-311377504	<a href="#">Hardware profiles</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311377504/Configure+an+enterprise+in+a+cloud+location
doc_20221007/Configure an enterprise in a cloud location-311377504	<a href="#">Modify a VM template</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311377504/Configure+an+enterprise+in+a+cloud+location
doc_20221007/Configure an enterprise in a cloud location-311377504	<a href="#">Hardware profiles#Prevent users from working with a hardware profile</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311377504/Configure+an+enterprise+in+a+cloud+location
doc_20221007/Configure billing properties-311376036	<a href="#"><em>jdbc:mysql://127.0.0.1:3306/kinton</em></a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311376036/Configure+billing+properties
doc_20221007/Configure custom platform messages-311375558	<a href="#">Abiquo configuration properties#server</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311375558/Configure+custom+platform+messages
doc_20221007/Configure custom platform messages-311375558	<a href="#">Abiquo configuration properties#mail</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311375558/Configure+custom+platform+messages
doc_20221007/Configure remote access to virtual machines-311375465	<a href="#">Abiquo configuration properties#esxi</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311375465/Configure+remote+access+to+virtual+machines
doc_20221007/Configure remote access to virtual machines-311375465	<a href="#">Add VMware vCenter clusters as servers</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311375465/Configure+remote+access+to+virtual+machines
doc_20221007/Configure remote access to virtual machines-311375465	<a href="#">Abiquo configuration properties#vnc</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311375465/Configure+remote+access+to+virtual+machines
doc_20221007/Configure remote access to virtual machines-311375465	<a href="#">Configure Abiquo UI</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311375465/Configure+remote+access+to+virtual+machines
doc_20221007/Configure the Abiquo NSXT integration review-349765663	<a href="#">Manage devices</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/349765663/Configure+the+Abiquo+NSX-T+integration+review
doc_20221007/Configure the Abiquo NSXT integration v606-359890945	<a href="#">VMware</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/359890945/Configure+the+Abiquo+NSX-T+integration+v606
doc_20221007/Configure the Abiquo NSXT integration v606-359890945	<a href="#">contact Abiquo Support</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/359890945/Configure+the+Abiquo+NSX-T+integration+v606
doc_20221007/Configure the Abiquo NSXT integration v606-359890945	<a href="#">Manage devices</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/359890945/Configure+the+Abiquo+NSX-T+integration+v606
doc_20221007/Configure the Abiquo NSXT integration v606-359890945	<a href="#">Configure Abiquo UI</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/359890945/Configure+the+Abiquo+NSX-T+integration+v606
doc_20221007/Configure the Abiquo NSXT integration-311365116	<a href="#">VMware</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311365116/Configure+the+Abiquo+NSX-T+integration
doc_20221007/Configure the Abiquo NSXT integration-311365116	<a href="#">contact Abiquo Support</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311365116/Configure+the+Abiquo+NSX-T+integration
doc_20221007/Configure the Abiquo NSXT integration-311365116	<a href="#">Manage devices</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311365116/Configure+the+Abiquo+NSX-T+integration
doc_20221007/Configure the Abiquo NSXT integration-311365116	<a href="#">Configure Abiquo UI</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311365116/Configure+the+Abiquo+NSX-T+integration
doc_20221007/Configure the NSX integration-311374976	<a href="#">Abiquo and NSX-T</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311374976/Configure+the+NSX+integration
doc_20221007/Configure the NSX integration-311374976	<a href="#">VMware</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311374976/Configure+the+NSX+integration
doc_20221007/Create tenants via API-311374179	<a href="#">API infrastructure tutorial</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311374179/Create+tenants+via+API
doc_20221007/Create tenants via API-311374179	<a href="#">Switch enterprises via API</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311374179/Create+tenants+via+API
doc_20221007/Create tenants via API-311374179	<a href="#">Appliance manager template API upload and download</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311374179/Create+tenants+via+API
doc_20221007/DBMS billing integration-311374535	<a href="#"><em>jdbc:mysql://127.0.0.1:3306/abiquo_billing</em></a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311374535/DBMS+billing+integration
doc_20221007/Dashboard widgets-311369199	<a href="#">Display cloud provider billing data</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311369199/Dashboard+widgets
doc_20221007/Dashboard widgets-311369199	<a href="#">Configure Abiquo UI</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311369199/Dashboard+widgets
doc_20221007/Distributed HA cluster environment summary worksheet example-343900161	<a href="#">Installation</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/343900161/Distributed+HA+cluster+environment+summary+worksheet+example
doc_20221007/Distributed HA cluster environment summary worksheet-338001935	<a href="#">Installation</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/338001935/Distributed+HA+cluster+environment+summary+worksheet
doc_20221007/Events view-311371444	<a href="#">Action</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371444/Events+view
doc_20221007/Events view-311371444	<a href="#">Events severity table</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371444/Events+view
doc_20221007/Events view-311371444	<a href="#">Events table</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371444/Events+view
doc_20221007/Events view-311371444	<a href="#">Events table</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371444/Events+view
doc_20221007/Extended OVF support and template definition-311375202	<a href="#">ovf:key=&quot;user</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311375202/Extended+OVF+support+and+template+definition
doc_20221007/Extended OVF support and template definition-311375202	<a href="#">ovf:key=&quot;password</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311375202/Extended+OVF+support+and+template+definition
doc_20221007/Extended OVF support and template definition-311375202	<a href="#">Abiquo configuration properties#esxi</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311375202/Extended+OVF+support+and+template+definition
doc_20221007/Extended OVF support and template definition-311375202	<a href="#">Modify a VM template</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311375202/Extended+OVF+support+and+template+definition
doc_20221007/Extended OVF support and template definition-311375202	<a href="#">Modify VM hard disks</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311375202/Extended+OVF+support+and+template+definition
doc_20221007/Extended OVF support and template definition-311375202	<a href="#">Modify VM volumes</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311375202/Extended+OVF+support+and+template+definition
doc_20221007/Hardware profiles v603-341770424	<a href="#">Synchronize public cloud price lists</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/341770424/Hardware+profiles+v603
doc_20221007/Hardware profiles v603-341770424	<a href="#">Manage enterprises#Allowtenantstousehardwareprofiles</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/341770424/Hardware+profiles+v603
doc_20221007/Hardware profiles-311371497	<a href="#">Synchronize public cloud price lists</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371497/Hardware+profiles
doc_20221007/Hardware profiles-311371497	<a href="#">Manage enterprises#Allowtenantstousehardwareprofiles</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371497/Hardware+profiles
doc_20221007/Import and capture virtual machines v603-341704876	<a href="#">Manage virtual datacenters#Onboardfrompubliccloud</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/341704876/Import+and+capture+virtual+machines+v603
doc_20221007/Import and capture virtual machines v603-341704876	<a href="#">Abiquo configuration properties#capturedhcp</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/341704876/Import+and+capture+virtual+machines+v603
doc_20221007/Import and capture virtual machines v603-341704876	<a href="#">Template compatibility table</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/341704876/Import+and+capture+virtual+machines+v603
doc_20221007/Import and capture virtual machines v603-341704876	<a href="#">Partially deployed</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/341704876/Import+and+capture+virtual+machines+v603
doc_20221007/Import and capture virtual machines-311370980	<a href="#">Manage virtual datacenters#Onboardfrompubliccloud</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311370980/Import+and+capture+virtual+machines
doc_20221007/Import and capture virtual machines-311370980	<a href="#">Abiquo configuration properties#capturedhcp</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311370980/Import+and+capture+virtual+machines
doc_20221007/Import and capture virtual machines-311370980	<a href="#">Template compatibility table</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311370980/Import+and+capture+virtual+machines
doc_20221007/Import and capture virtual machines-311370980	<a href="#">Partially deployed</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311370980/Import+and+capture+virtual+machines
doc_20221007/Infrastructure provisioning guide-311361712	<a href="#">Tenant provisioning guide</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311361712/Infrastructure+provisioning+guide
doc_20221007/Infrastructure view-311371096	<a href="#">How to obtain and install a Google Maps API Key</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371096/Infrastructure+view
doc_20221007/Infrastructure view-311371096	<a href="#">Manage Enterprises</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371096/Infrastructure+view
doc_20221007/Infrastructure view-311371096	<a href="#">Configure an enterprise in a cloud location</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371096/Infrastructure+view
doc_20221007/Infrastructure view-311371096	<a href="#">administration scopes</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371096/Infrastructure+view
doc_20221007/Infrastructure view-311371096	<a href="#">Configure map defaults</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371096/Infrastructure+view
doc_20221007/Infrastructure view-311371096	<a href="#">How to obtain and install a Google Maps API Key</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371096/Infrastructure+view
doc_20221007/Infrastructure view-311371096	<a href="#">How to obtain and install a Google Maps API Key</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371096/Infrastructure+view
doc_20221007/Infrastructure-311373205	<a href="#">Abiquo walkthrough</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311373205/Infrastructure
doc_20221007/Infrastructure-311373205	<a href="#">Virtual datacenters</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311373205/Infrastructure
doc_20221007/Install Abiquo reports-311374863	<a href="#">Troubleshoot Abiquo reports</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311374863/Install+Abiquo+reports
doc_20221007/Manage NAT for virtual datacenters-311362527	<a href="#">Privileges</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311362527/Manage+NAT+for+virtual+datacenters
doc_20221007/Manage Roles-311370787	<a href="#">administration scope</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311370787/Manage+Roles
doc_20221007/Manage Roles-311370787	<a href="#">Tenants and users</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311370787/Manage+Roles
doc_20221007/Manage Roles-311370787	<a href="#">Default roles</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311370787/Manage+Roles
doc_20221007/Manage Roles-311370787	<a href="#">Privileges</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311370787/Manage+Roles
doc_20221007/Manage VM templates-311371382	<a href="#">Preparing templates for export to public cloud</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371382/Manage+VM+templates
doc_20221007/Manage VM templates-311371382	<a href="#">Introduction to mobility</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371382/Manage+VM+templates
doc_20221007/Manage VM templates-311371382	<a href="#">Preparing templates for export to public cloud</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371382/Manage+VM+templates
doc_20221007/Manage VM templates-311371382	<a href="#">Appliance manager template API upload and download</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371382/Manage+VM+templates
doc_20221007/Manage VM templates-311371382	<a href="#">Manage virtual machines#SaveVMdiskstocreateaninstancetemplate</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371382/Manage+VM+templates
doc_20221007/Manage VM templates-311371382	<a href="#">Delete private templates in public cloud</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371382/Manage+VM+templates
doc_20221007/Manage budgets-311362837	<a href="#">Manage dashboards</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311362837/Manage+budgets
doc_20221007/Manage budgets-311362837	<a href="#">Dashboard widgets#Budget</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311362837/Manage+budgets
doc_20221007/Manage datastore service levels with datastore tiers-311371086	<a href="#">Abstract datastore tiers for storage service levels</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371086/Manage+datastore+service+levels+with+datastore+tiers
doc_20221007/Manage datastore service levels with datastore tiers-311371086	<a href="#">Configure an enterprise in a cloud location#Setallocationlimitsforatenantinadatacenterorregion</a>	https://abiquo.atlassian.net/wiki/spaces/doc/pages/311371086/Manage+datastore+service+levels+with+datastore+tiers
